135;83;3;Villavaliente;2
136;84;8;Villaverde de Guadalimar;2
137;85;1;Viveros;2
138;86;4;Yeste;2
139;2;0;Agost;3
140;3;6;Agres;3
141;4;1;Aigües;3
142;5;4;Albatera;3
143;6;7;Alcalalí;3
144;7;3;Alcocer de Planes;3
145;8;9;Alcoleja;3
146;9;2;Alcoy/Alcoi;3
147;10;6;Alfafara;3
148;11;3;Alfàs del Pi, l';3
149;12;8;Algorfa;3
150;13;4;Algueña;3
151;14;9;Alicante/Alacant;3
152;15;2;Almoradí;3
153;16;5;Almudaina;3
154;17;1;Alqueria d'Asnar, l';3
155;18;7;Altea;3
156;19;0;Aspe;3
157;1;5;Atzúbia, l';3
158;20;4;Balones;3
159;21;1;Banyeres de Mariola;3
160;22;6;Benasau;3
161;23;2;Beneixama;3
162;24;7;Benejúzar;3
163;25;0;Benferri;3
164;26;3;Beniarbeig;3
165;27;9;Beniardá;3
166;28;5;Beniarrés;3
167;30;2;Benidoleig;3
168;31;9;Benidorm;3
169;32;4;Benifallim;3
170;33;0;Benifato;3
171;29;8;Benigembla;3
172;34;5;Benijófar;3
173;35;8;Benilloba;3
174;36;1;Benillup;3
175;37;7;Benimantell;3
176;38;3;Benimarfull;3
177;39;6;Benimassot;3
178;40;0;Benimeli;3
179;41;7;Benissa;3
180;42;2;Benitachell/Poble Nou de Benitatxell, el;3
181;43;8;Biar;3
182;44;3;Bigastro;3
183;45;6;Bolulla;3
184;46;9;Busot;3
185;49;4;Callosa de Segura;3
186;48;1;Callosa d'en Sarrià;3
187;47;5;Calp;3
188;50;7;Campello, el;3
189;51;4;Campo de Mirra/Camp de Mirra, el;3
190;52;9;Cañada;3
191;53;5;Castalla;3
192;54;0;Castell de Castells;3
193;75;9;Castell de Guadalest, el;3
194;55;3;Catral;3
195;56;6;Cocentaina;3
196;57;2;Confrides;3
197;58;8;Cox;3
198;59;1;Crevillent;3
199;61;2;Daya Nueva;3
200;62;7;Daya Vieja;3
201;63;3;Dénia;3
202;64;8;Dolores;3
203;65;1;Elche/Elx;3
204;66;4;Elda;3
205;67;0;Facheca;3
206;68;6;Famorca;3
207;69;9;Finestrat;3
208;77;8;Fondó de les Neus, el/Hondón de las Nieves;3
209;70;3;Formentera del Segura;3
210;72;5;Gaianes;3
211;71;0;Gata de Gorgos;3
212;73;1;Gorga;3
213;74;6;Granja de Rocamora;3
214;76;2;Guardamar del Segura;3
215;78;4;Hondón de los Frailes;3
216;79;7;Ibi;3
217;80;1;Jacarilla;3
218;82;3;Jávea/Xàbia;3
219;83;9;Jijona/Xixona;3
220;85;7;Llíber;3
221;84;4;Lorcha/Orxa, l';3
222;86;0;Millena;3
223;88;2;Monforte del Cid;3
224;89;5;Monóvar/Monòver;3
225;903;7;Montesinos, Los;3
226;91;6;Murla;3
227;92;1;Muro de Alcoy;3
228;90;9;Mutxamel;3
229;93;7;Novelda;3
230;94;2;Nucia, la;3
231;95;5;Ondara;3
232;96;8;Onil;3
233;97;4;Orba;3
234;99;3;Orihuela;3
235;98;0;Orxeta;3
236;100;7;Parcent;3
237;101;4;Pedreguer;3
238;102;9;Pego;3
239;103;5;Penàguila;3
240;104;0;Petrer;3
241;902;1;Pilar de la Horadada;3
242;105;3;Pinós, el/Pinoso;3
243;106;6;Planes;3
244;901;6;Poblets, els;3
245;107;2;Polop;3
246;60;5;Quatretondeta;3
247;109;1;Rafal;3
248;110;5;Ràfol d'Almúnia, el;3
249;111;2;Redován;3
250;112;7;Relleu;3
251;113;3;Rojales;3
252;114;8;Romana, la;3
253;115;1;Sagra;3
254;116;4;Salinas;3
255;118;6;San Fulgencio;3
256;904;2;San Isidro;3
257;120;3;San Miguel de Salinas;3
258;122;5;San Vicente del Raspeig/Sant Vicent del Raspeig;3
259;117;0;Sanet y Negrals;3
260;119;9;Sant Joan d'Alacant;3
261;121;0;Santa Pola;3
262;123;1;Sax;3
263;124;6;Sella;3
264;125;9;Senija;3
265;127;8;Tàrbena;3
266;128;4;Teulada;3
267;129;7;Tibi;3
268;130;1;Tollos;3
269;131;8;Tormos;3
270;132;3;Torremanzanas/Torre de les Maçanes, la;3
271;133;9;Torrevieja;3
272;134;4;Vall d'Alcalà, la;3
273;136;0;Vall de Gallinera;3
274;137;6;Vall de Laguar, la;3
275;135;7;Vall d'Ebo, la;3
276;138;2;Verger, el;3
277;139;5;Villajoyosa/Vila Joiosa, la;3
278;140;9;Villena;3
279;81;8;Xaló;3
280;1;0;Abla;4
281;2;5;Abrucena;4
282;3;1;Adra;4
283;4;6;Albánchez;4
284;5;9;Alboloduy;4
285;6;2;Albox;4
286;7;8;Alcolea;4
287;8;4;Alcóntar;4
288;9;7;Alcudia de Monteagud;4
289;10;1;Alhabia;4
290;11;8;Alhama de Almería;4
291;12;3;Alicún;4
292;13;9;Almería;4
293;14;4;Almócita;4
294;15;7;Alsodux;4
295;16;0;Antas;4
296;17;6;Arboleas;4
297;18;2;Armuña de Almanzora;4
298;19;5;Bacares;4
299;904;7;Balanegra;4
300;20;9;Bayárcal;4
301;21;6;Bayarque;4
302;22;1;Bédar;4
303;23;7;Beires;4
304;24;2;Benahadux;4
305;26;8;Benitagla;4
306;27;4;Benizalón;4
307;28;0;Bentarique;4
308;29;3;Berja;4
309;30;7;Canjáyar;4
310;31;4;Cantoria;4
311;32;9;Carboneras;4
312;33;5;Castro de Filabres;4
313;36;6;Chercos;4
314;37;2;Chirivel;4
315;34;0;Cóbdar;4
316;35;3;Cuevas del Almanzora;4
317;38;8;Dalías;4
318;902;6;Ejido, El;4
319;41;2;Enix;4
320;43;3;Felix;4
321;44;8;Fines;4
322;45;1;Fiñana;4
323;46;4;Fondón;4
324;47;0;Gádor;4
325;48;6;Gallardos, Los;4
326;49;9;Garrucha;4
327;50;2;Gérgal;4
328;51;9;Huécija;4
329;52;4;Huércal de Almería;4
330;53;0;Huércal-Overa;4
331;54;5;Íllar;4
332;55;8;Instinción;4
333;56;1;Laroya;4
334;57;7;Láujar de Andarax;4
335;58;3;Líjar;4
336;59;6;Lubrín;4
337;60;0;Lucainena de las Torres;4
338;61;7;Lúcar;4
339;62;2;Macael;4
340;63;8;María;4
341;64;3;Mojácar;4
342;903;2;Mojonera, La;4
343;65;6;Nacimiento;4
344;66;9;Níjar;4
345;67;5;Ohanes;4
346;68;1;Olula de Castro;4
347;69;4;Olula del Río;4
348;70;8;Oria;4
349;71;5;Padules;4
350;72;0;Partaloa;4
351;73;6;Paterna del Río;4
352;74;1;Pechina;4
353;75;4;Pulpí;4
354;76;7;Purchena;4
355;77;3;Rágol;4
356;78;9;Rioja;4
357;79;2;Roquetas de Mar;4
358;80;6;Santa Cruz de Marchena;4
359;81;3;Santa Fe de Mondújar;4
360;82;8;Senés;4
361;83;4;Serón;4
362;84;9;Sierro;4
363;85;2;Somontín;4
364;86;5;Sorbas;4
365;87;1;Suflí;4
366;88;7;Tabernas;4
367;89;0;Taberno;4
368;90;4;Tahal;4
369;91;1;Terque;4
370;92;6;Tíjola;4
371;901;1;Tres Villas, Las;4
372;93;2;Turre;4
373;94;7;Turrillas;4
374;95;0;Uleila del Campo;4
375;96;3;Urrácal;4
376;97;9;Velefique;4
377;98;5;Vélez-Blanco;4
378;99;8;Vélez-Rubio;4
379;100;2;Vera;4
380;101;9;Viator;4
381;102;4;Vícar;4
382;103;0;Zurgena;4
383;1;3;Adanero;5
384;2;8;Adrada, La;5
385;5;2;Albornos;5
386;7;1;Aldeanueva de Santa Cruz;5
387;8;7;Aldeaseca;5
388;10;4;Aldehuela, La;5
389;12;6;Amavida;5
390;13;2;Arenal, El;5
391;14;7;Arenas de San Pedro;5
392;15;0;Arevalillo;5
393;16;3;Arévalo;5
394;17;9;Aveinte;5
395;18;5;Avellaneda;5
396;19;8;Ávila;5
397;21;9;Barco de Ávila, El;5
398;22;4;Barraco, El;5
399;23;0;Barromán;5
400;24;5;Becedas;5
401;25;8;Becedillas;5
402;26;1;Bercial de Zapardiel;5
403;27;7;Berlanas, Las;5
404;29;6;Bernuy-Zapardiel;5
405;30;0;Berrocalejo de Aragona;5
406;33;8;Blascomillán;5
407;34;3;Blasconuño de Matacabras;5
408;35;6;Blascosancho;5
409;36;9;Bohodón, El;5
410;37;5;Bohoyo;5
411;38;1;Bonilla de la Sierra;5
412;39;4;Brabos;5
413;40;8;Bularros;5
414;41;5;Burgohondo;5
415;42;0;Cabezas de Alambre;5
416;43;6;Cabezas del Pozo;5
417;44;1;Cabezas del Villar;5
418;45;4;Cabizuela;5
419;46;7;Canales;5
420;47;3;Candeleda;5
421;48;9;Cantiveros;5
422;49;2;Cardeñosa;5
423;51;2;Carrera, La;5
424;52;7;Casas del Puerto;5
425;53;3;Casasola;5
426;54;8;Casavieja;5
427;55;1;Casillas;5
428;56;4;Castellanos de Zapardiel;5
429;57;0;Cebreros;5
430;58;6;Cepeda la Mora;5
431;67;8;Chamartín;5
432;59;9;Cillán;5
433;60;3;Cisla;5
434;61;0;Colilla, La;5
435;62;5;Collado de Contreras;5
436;63;1;Collado del Mirón;5
437;64;6;Constanzana;5
438;65;9;Crespos;5
439;66;2;Cuevas del Valle;5
440;903;5;Diego del Carpio;5
441;69;7;Donjimeno;5
442;70;1;Donvidas;5
443;72;3;Espinosa de los Caballeros;5
444;73;9;Flores de Ávila;5
445;74;4;Fontiveros;5
446;75;7;Fresnedilla;5
447;76;0;Fresno, El;5
448;77;6;Fuente el Saúz;5
449;78;2;Fuentes de Año;5
450;79;5;Gallegos de Altamiros;5
451;80;9;Gallegos de Sobrinos;5
452;81;6;Garganta del Villar;5
453;82;1;Gavilanes;5
454;83;7;Gemuño;5
455;85;5;Gil García;5
456;84;2;Gilbuena;5
457;86;8;Gimialcón;5
458;87;4;Gotarrendura;5
459;88;0;Grandes y San Martín;5
460;89;3;Guisando;5
461;90;7;Gutierre-Muñoz;5
462;92;9;Hernansancho;5
463;93;5;Herradón de Pinares;5
464;94;0;Herreros de Suso;5
465;95;3;Higuera de las Dueñas;5
466;96;6;Hija de Dios, La;5
467;97;2;Horcajada, La;5
468;99;1;Horcajo de las Torres;5
469;100;5;Hornillo, El;5
470;102;7;Hoyo de Pinares, El;5
471;101;2;Hoyocasero;5
472;103;3;Hoyorredondo;5
473;106;4;Hoyos de Miguel Muñoz;5
474;104;8;Hoyos del Collado;5
475;105;1;Hoyos del Espino;5
476;107;0;Hurtumpascual;5
477;108;6;Junciana;5
478;109;9;Langa;5
479;110;3;Lanzahíta;5
480;113;1;Llanos de Tormes, Los;5
481;112;5;Losar del Barco, El;5
482;114;6;Madrigal de las Altas Torres;5
483;115;9;Maello;5
484;116;2;Malpartida de Corneja;5
485;117;8;Mamblas;5
486;118;4;Mancera de Arriba;5
487;119;7;Manjabálago y Ortigosa de Rioalmar;5
488;120;1;Marlín;5
489;121;8;Martiherrero;5
490;122;3;Martínez;5
491;123;9;Mediana de Voltoya;5
492;124;4;Medinilla;5
493;125;7;Mengamuñoz;5
494;126;0;Mesegar de Corneja;5
495;127;6;Mijares;5
496;128;2;Mingorría;5
497;129;5;Mirón, El;5
498;130;9;Mironcillo;5
499;131;6;Mirueña de los Infanzones;5
500;132;1;Mombeltrán;5
501;133;7;Monsalupe;5
502;134;2;Moraleja de Matacabras;5
503;135;5;Muñana;5
504;136;8;Muñico;5
505;138;0;Muñogalindo;5
506;139;3;Muñogrande;5
507;140;7;Muñomer del Peco;5
508;141;4;Muñopepe;5
509;142;9;Muñosancho;5
510;143;5;Muñotello;5
511;144;0;Narrillos del Álamo;5
512;145;3;Narrillos del Rebollar;5
513;149;1;Narros de Saldueña;5
514;147;2;Narros del Castillo;5
515;148;8;Narros del Puerto;5
516;152;6;Nava de Arévalo;5
517;153;2;Nava del Barco;5
518;151;1;Navacepedilla de Corneja;5
519;154;7;Navadijos;5
520;155;0;Navaescurial;5
521;156;3;Navahondilla;5
522;157;9;Navalacruz;5
523;158;5;Navalmoral;5
524;159;8;Navalonguilla;5
525;160;2;Navalosa;5
526;161;9;Navalperal de Pinares;5
527;162;4;Navalperal de Tormes;5
528;163;0;Navaluenga;5
529;164;5;Navaquesera;5
530;165;8;Navarredonda de Gredos;5
531;166;1;Navarredondilla;5
532;167;7;Navarrevisca;5
533;168;3;Navas del Marqués, Las;5
534;169;6;Navatalgordo;5
535;170;0;Navatejares;5
536;171;7;Neila de San Miguel;5
537;172;2;Niharra;5
538;173;8;Ojos-Albos;5
539;174;3;Orbita;5
540;175;6;Oso, El;5
541;176;9;Padiernos;5
542;177;5;Pajares de Adaja;5
543;178;1;Palacios de Goda;5
544;179;4;Papatrigo;5
545;180;8;Parral, El;5
546;181;5;Pascualcobo;5
547;182;0;Pedro Bernardo;5
548;183;6;Pedro-Rodríguez;5
549;184;1;Peguerinos;5
550;185;4;Peñalba de Ávila;5
551;186;7;Piedrahíta;5
552;187;3;Piedralaves;5
553;188;9;Poveda;5
554;189;2;Poyales del Hoyo;5
555;190;6;Pozanco;5
556;191;3;Pradosegar;5
557;192;8;Puerto Castilla;5
558;193;4;Rasueros;5
559;194;9;Riocabado;5
560;195;2;Riofrío;5
561;196;5;Rivilla de Barajas;5
562;197;1;Salobral;5
563;198;7;Salvadiós;5
564;199;0;San Bartolomé de Béjar;5
565;200;4;San Bartolomé de Corneja;5
566;201;1;San Bartolomé de Pinares;5
567;206;3;San Esteban de los Patos;5
568;208;5;San Esteban de Zapardiel;5
569;207;9;San Esteban del Valle;5
570;209;8;San García de Ingelmos;5
571;901;4;San Juan de Gredos;5
572;210;2;San Juan de la Encinilla;5
573;211;9;San Juan de la Nava;5
574;212;4;San Juan del Molinillo;5
575;213;0;San Juan del Olmo;5
576;214;5;San Lorenzo de Tormes;5
577;215;8;San Martín de la Vega del Alberche;5
578;216;1;San Martín del Pimpollar;5
579;217;7;San Miguel de Corneja;5
580;218;3;San Miguel de Serrezuela;5
581;219;6;San Pascual;5
582;220;0;San Pedro del Arroyo;5
583;231;5;San Vicente de Arévalo;5
584;204;7;Sanchidrián;5
585;205;0;Sanchorreja;5
586;222;2;Santa Cruz de Pinares;5
587;221;7;Santa Cruz del Valle;5
588;226;9;Santa María de los Caballeros;5
589;224;3;Santa María del Arroyo;5
590;225;6;Santa María del Berrocal;5
591;902;9;Santa María del Cubillo;5
592;227;5;Santa María del Tiétar;5
593;228;1;Santiago del Collado;5
594;904;0;Santiago del Tormes;5
595;229;4;Santo Domingo de las Posadas;5
596;230;8;Santo Tomé de Zabarcos;5
597;232;0;Serrada, La;5
598;233;6;Serranillos;5
599;234;1;Sigeres;5
600;235;4;Sinlabajos;5
601;236;7;Solana de Ávila;5
602;237;3;Solana de Rioalmar;5
603;238;9;Solosancho;5
604;239;2;Sotalbo;5
605;240;6;Sotillo de la Adrada;5
606;241;3;Tiemblo, El;5
607;242;8;Tiñosillos;5
608;243;4;Tolbaños;5
609;244;9;Tormellas;5
610;245;2;Tornadizos de Ávila;5
611;247;1;Torre, La;5
612;246;5;Tórtoles;5
613;249;0;Umbrías;5
614;251;0;Vadillo de la Sierra;5
615;252;5;Valdecasa;5
616;253;1;Vega de Santa María;5
617;254;6;Velayos;5
618;256;2;Villaflor;5
619;257;8;Villafranca de la Sierra;5
620;905;3;Villanueva de Ávila;5
621;258;4;Villanueva de Gómez;5
622;259;7;Villanueva del Aceral;5
623;260;1;Villanueva del Campillo;5
624;261;8;Villar de Corneja;5
625;262;3;Villarejo del Valle;5
626;263;9;Villatoro;5
627;264;4;Viñegra de Moraña;5
628;265;7;Vita;5
629;266;0;Zapardiel de la Cañada;5
630;267;6;Zapardiel de la Ribera;5
631;1;6;Acedera;6
632;2;1;Aceuchal;6
633;3;7;Ahillones;6
634;4;2;Alange;6
635;5;5;Albuera, La;6
636;6;8;Alburquerque;6
637;7;4;Alconchel;6
638;8;0;Alconera;6
639;9;3;Aljucén;6
640;10;7;Almendral;6
641;11;4;Almendralejo;6
642;12;9;Arroyo de San Serván;6
643;13;5;Atalaya;6
644;14;0;Azuaga;6
645;15;3;Badajoz;6
646;16;6;Barcarrota;6
647;17;2;Baterno;6
648;18;8;Benquerencia de la Serena;6
649;19;1;Berlanga;6
650;20;5;Bienvenida;6
651;21;2;Bodonal de la Sierra;6
652;22;7;Burguillos del Cerro;6
653;23;3;Cabeza del Buey;6
654;24;8;Cabeza la Vaca;6
655;25;1;Calamonte;6
656;26;4;Calera de León;6
657;27;0;Calzadilla de los Barros;6
658;28;6;Campanario;6
659;29;9;Campillo de Llerena;6
660;30;3;Capilla;6
661;31;0;Carmonita;6
662;32;5;Carrascalejo, El;6
663;33;1;Casas de Don Pedro;6
664;34;6;Casas de Reina;6
665;35;9;Castilblanco;6
666;36;2;Castuera;6
667;42;3;Cheles;6
668;37;8;Codosera, La;6
669;38;4;Cordobilla de Lácara;6
670;39;7;Coronada, La;6
671;40;1;Corte de Peleas;6
672;41;8;Cristina;6
673;43;9;Don Álvaro;6
674;44;4;Don Benito;6
675;45;7;Entrín Bajo;6
676;46;0;Esparragalejo;6
677;47;6;Esparragosa de la Serena;6
678;48;2;Esparragosa de Lares;6
679;49;5;Feria;6
680;50;8;Fregenal de la Sierra;6
681;51;5;Fuenlabrada de los Montes;6
682;52;0;Fuente de Cantos;6
683;53;6;Fuente del Arco;6
684;54;1;Fuente del Maestre;6
685;55;4;Fuentes de León;6
686;56;7;Garbayuela;6
687;57;3;Garlitos;6
688;58;9;Garrovilla, La;6
689;59;2;Granja de Torrehermosa;6
690;903;8;Guadiana del Caudillo;6
691;60;6;Guareña;6
692;61;3;Haba, La;6
693;62;8;Helechosa de los Montes;6
694;63;4;Herrera del Duque;6
695;64;9;Higuera de la Serena;6
696;65;2;Higuera de Llerena;6
697;66;5;Higuera de Vargas;6
698;67;1;Higuera la Real;6
699;68;7;Hinojosa del Valle;6
700;69;0;Hornachos;6
701;70;4;Jerez de los Caballeros;6
702;71;1;Lapa, La;6
703;73;2;Llera;6
704;74;7;Llerena;6
705;72;6;Lobón;6
706;75;0;Magacela;6
707;76;3;Maguilla;6
708;77;9;Malcocinado;6
709;78;5;Malpartida de la Serena;6
710;79;8;Manchita;6
711;80;2;Medellín;6
712;81;9;Medina de las Torres;6
713;82;4;Mengabril;6
714;83;0;Mérida;6
715;84;5;Mirandilla;6
716;85;8;Monesterio;6
717;86;1;Montemolín;6
718;87;7;Monterrubio de la Serena;6
719;88;3;Montijo;6
720;89;6;Morera, La;6
721;90;0;Nava de Santiago, La;6
722;91;7;Navalvillar de Pela;6
723;92;2;Nogales;6
724;93;8;Oliva de la Frontera;6
725;94;3;Oliva de Mérida;6
726;95;6;Olivenza;6
727;96;9;Orellana de la Sierra;6
728;97;5;Orellana la Vieja;6
729;98;1;Palomas;6
730;99;4;Parra, La;6
731;100;8;Peñalsordo;6
732;101;5;Peraleda del Zaucejo;6
733;102;0;Puebla de Alcocer;6
734;103;6;Puebla de la Calzada;6
735;104;1;Puebla de la Reina;6
736;107;3;Puebla de Obando;6
737;108;9;Puebla de Sancho Pérez;6
738;105;4;Puebla del Maestre;6
739;106;7;Puebla del Prior;6
740;902;2;Pueblonuevo del Guadiana;6
741;109;2;Quintana de la Serena;6
742;110;6;Reina;6
743;111;3;Rena;6
744;112;8;Retamal de Llerena;6
745;113;4;Ribera del Fresno;6
746;114;9;Risco;6
747;115;2;Roca de la Sierra, La;6
748;116;5;Salvaleón;6
749;117;1;Salvatierra de los Barros;6
750;119;0;San Pedro de Mérida;6
751;123;2;San Vicente de Alcántara;6
752;118;7;Sancti-Spíritus;6
753;120;4;Santa Amalia;6
754;121;1;Santa Marta;6
755;122;6;Santos de Maimona, Los;6
756;124;7;Segura de León;6
757;125;0;Siruela;6
758;126;3;Solana de los Barros;6
759;127;9;Talarrubias;6
760;128;5;Talavera la Real;6
761;129;8;Táliga;6
762;130;2;Tamurejo;6
763;131;9;Torre de Miguel Sesmero;6
764;132;4;Torremayor;6
765;133;0;Torremejía;6
766;134;5;Trasierra;6
767;135;8;Trujillanos;6
768;136;1;Usagre;6
769;137;7;Valdecaballeros;6
770;901;7;Valdelacalzada;6
771;138;3;Valdetorres;6
772;139;6;Valencia de las Torres;6
773;140;0;Valencia del Mombuey;6
774;141;7;Valencia del Ventoso;6
775;146;9;Valle de la Serena;6
776;147;5;Valle de Matamoros;6
777;148;1;Valle de Santa Ana;6
778;142;2;Valverde de Burguillos;6
779;143;8;Valverde de Leganés;6
780;144;3;Valverde de Llerena;6
781;145;6;Valverde de Mérida;6
782;149;4;Villafranca de los Barros;6
783;150;7;Villagarcía de la Torre;6
784;151;4;Villagonzalo;6
785;152;9;Villalba de los Barros;6
786;153;5;Villanueva de la Serena;6
787;154;0;Villanueva del Fresno;6
788;156;6;Villar de Rena;6
789;155;3;Villar del Rey;6
790;157;2;Villarta de los Montes;6
791;158;8;Zafra;6
792;159;1;Zahínos;6
793;160;5;Zalamea de la Serena;6
794;162;7;Zarza, La;6
795;161;2;Zarza-Capilla;6
796;2;7;Alaior;7
797;1;2;Alaró;7
798;3;3;Alcúdia;7
799;4;8;Algaida;7
800;5;1;Andratx;7
801;901;3;Ariany;7
802;6;4;Artà;7
803;7;0;Banyalbufar;7
804;8;6;Binissalem;7
805;9;9;Búger;7
806;10;3;Bunyola;7
807;11;0;Calvià;7
808;12;5;Campanet;7
809;13;1;Campos;7
810;14;6;Capdepera;7
811;64;5;Castell, Es;7
812;15;9;Ciutadella de Menorca;7
813;16;2;Consell;7
814;17;8;Costitx;7
815;18;4;Deià;7
816;26;0;Eivissa;7
817;19;7;Escorca;7
818;20;1;Esporles;7
819;21;8;Estellencs;7
820;22;3;Felanitx;7
821;23;9;Ferreries;7
822;24;4;Formentera;7
823;25;7;Fornalutx;7
824;27;6;Inca;7
825;28;2;Lloret de Vistalegre;7
826;29;5;Lloseta;7
827;30;9;Llubí;7
828;31;6;Llucmajor;7
829;33;7;Manacor;7
830;34;2;Mancor de la Vall;7
831;32;1;Maó-Mahón;7
832;35;5;Maria de la Salut;7
833;36;8;Marratxí;7
834;37;4;Mercadal, Es;7
835;902;8;Migjorn Gran, Es;7
836;38;0;Montuïri;7
837;39;3;Muro;7
838;40;7;Palma de Mallorca;7
839;41;4;Petra;7
840;44;0;Pobla, Sa;7
841;42;9;Pollença;7
842;43;5;Porreres;7
843;45;3;Puigpunyent;7
844;59;8;Salines, Ses;7
845;46;6;Sant Antoni de Portmany;7
846;49;1;Sant Joan;7
847;50;4;Sant Joan de Labritja;7
848;48;8;Sant Josep de sa Talaia;7
849;51;1;Sant Llorenç des Cardassar;7
850;52;6;Sant Lluís;7
851;53;2;Santa Eugènia;7
852;54;7;Santa Eulària des Riu;7
853;55;0;Santa Margalida;7
854;56;3;Santa María del Camí;7
855;57;9;Santanyí;7
856;58;5;Selva;7
857;47;2;Sencelles;7
858;60;2;Sineu;7
859;61;9;Sóller;7
860;62;4;Son Servera;7
861;63;0;Valldemossa;7
862;65;8;Vilafranca de Bonany;7
863;1;8;Abrera;8
864;2;3;Aguilar de Segarra;8
865;14;2;Aiguafreda;8
866;3;9;Alella;8
867;4;4;Alpens;8
868;5;7;Ametlla del Vallès, L';8
869;6;0;Arenys de Mar;8
870;7;6;Arenys de Munt;8
871;8;2;Argençola;8
872;9;5;Argentona;8
873;10;9;Artés;8
874;11;6;Avià;8
875;12;1;Avinyó;8
876;13;7;Avinyonet del Penedès;8
877;15;5;Badalona;8
878;904;5;Badia del Vallès;8
879;16;8;Bagà;8
880;17;4;Balenyà;8
881;18;0;Balsareny;8
882;252;0;Barberà del Vallès;8
